ticket,symbol,profit,ict_score,signal_conf,target_win,is_buy,hold_min,sl_distance,tp_distance,rr_ratio,dollar_risk,smc_stack_score,smc_structure_q,smc_has_ifvg,smc_has_breaker,smc_has_void,smc_has_mss,smc_bonus,m1_scalp,m1_range_aligned,h4_aligned,kz_Asian,kz_London,kz_London_NY,kz_London_PM,kz_NY_Open,kz_NY_PM2,kz_Other,asset_Commodity,asset_Crypto,asset_Forex,asset_Index,regime_HIGH,regime_NORMAL,regime_UNKNOWN,hour_sin,hour_cos,dow_sin,dow_cos
8581445659,AUDUSD,-46.97,0.756,0.756,0,1,12.95,0.0006099999999999994,0.0025600000000000067,4.196721311475425,46.969999999999956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723
8581612721,US Tech 100,-10.43,0.71,0.71,0,0,4.866666666666666,44.14999999999782,57.70000000000073,1.3069082672707493,309.0499999999847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,True,False,False,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723
8581596008,US SP 500,-6.38,0.75,0.75,0,0,13.433333333333334,8.930000000000291,22.36999999999989,2.5050391937289094,62.51000000000203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,False,True,False,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723
8584001459,BTCUSD,30.05,0.69,0.69,1,1,25.633333333333333,118.34100000000035,361.65899999999965,3.056075240195694,44.969580000000136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True,False,0.49999999999999994,0.8660254037844387,0.0,1.0
8584090404,XAUUSD,-86.52,0.655,0.655,0,0,13.016666666666667,4.0700000000006185,51.1299999999992,12.562653562651457,85.47000000001299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,0.9659258262890683,0.25881904510252074,0.0,1.0
8584223476,USDJPY,22.66,0.795,0.795,1,1,49.233333333333334,0.11899999999999977,0.44599999999999795,3.7478991596638553,90.43999999999983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True,False,0.8660254037844387,-0.4999999999999998,0.0,1.0
8584225240,USDJPY,-57.32,0.7975000000000001,0.7975000000000001,0,1,80.25,0.12000000000000455,0.4449999999999932,3.708333333333136,91.20000000000346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,0.49999999999999994,-0.8660254037844387,0.0,1.0
8584564388,EURUSD,-15.2,0.803,0.803,0,0,3.3333333333333335,0.000600000000000156,0.0018400000000000638,3.066666666665976,45.60000000001185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,False,True,False,-0.7071067811865471,-0.7071067811865479,0.0,1.0
8584625885,XAGUSD,68.96,0.7975000000000001,0.7975000000000001,1,0,344.7,0.5570000000000022,3.9239999999999924,7.0448833034110905,278.5000000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.0,1.0
8585028044,XAUUSD,-63.22,0.7975000000000001,0.7975000000000001,0,0,3.2666666666666666,1.7999999999992724,30.94000000000051,17.18888888889612,104.39999999995779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,0.7071067811865476,0.7071067811865476,0.9510565162951535,0.30901699437494745
8585542865,BTCUSD,-45.92,0.8,0.8,0,1,14.216666666666667,303.52700000000186,912.5290000000095,3.006417880452164,45.529050000000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,-0.7071067811865471,-0.7071067811865479,0.9510565162951535,0.30901699437494745
8585561086,BTCUSD,-46.98,0.8,0.8,0,1,10.483333333333333,304.58000000000175,927.5220000000118,3.045249195613653,45.68700000000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,-0.7071067811865471,-0.7071067811865479,0.9510565162951535,0.30901699437494745
8586111320,XAUUSD,-45.3,0.8,0.8,0,1,3.3333333333333335,7.300000000000182,21.779999999999745,2.983561643835507,73.00000000000182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0.9659258262890683,-0.25881904510252063,0.5877852522924732,-0.8090169943749473
8586800256,XAUUSD,72.88,0.99,0.99,1,0,17.133333333333333,17.039999999999964,43.090000000000146,2.5287558685446148,170.39999999999964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,-0.9659258262890684,0.2588190451025203,0.5877852522924732,-0.8090169943749473
8587056584,GBPUSD,-23.79,0.717,0.717,0,0,3.533333333333333,0.0007100000000002105,0.0021999999999999797,3.0985915492948277,43.310000000012835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,True,False,False,True,False,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475
8587075585,XAUUSD,96.4,0.77,0.77,1,0,4.283333333333333,1.6300000000001091,60.13000000000011,36.88957055214484,65.20000000000437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True,False,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475
8587089995,XAUUSD,64.05,0.745,0.745,1,0,4.833333333333333,1.6700000000000728,63.1899999999996,37.83832335329153,68.47000000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,0.7071067811865476,0.7071067811865476,-0.587785252292473,-0.8090169943749475
8587577963,GBPUSD,0.48,0.932,0.932,1,0,19.683333333333334,0.0005800000000000249,0.0018100000000000893,3.1206896551724337,22.040000000000948,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,False,True,False,1.2246467991473532e-16,-1.0,-0.587785252292473,-0.8090169943749475
8588441140,XAGUSD,-729.6,0.7975000000000001,0.7975000000000001,0,1,3.2666666666666666,0.7059999999999889,2.1470000000000056,3.0410764872521807,2259.1999999999643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,0.7071067811865476,-0.7071067811865475,-0.9510565162951536,0.30901699437494723
8588670778,BTCUSD,1.6,0.705,0.705,1,1,55.666666666666664,187.89100000000326,1071.8139999999985,5.704445662644725,1.8789100000000327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,True,False,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723
8588908044,XAGUSD,123.0,0.772,0.772,1,0,38.4,0.6009999999999991,2.028000000000006,3.374376039933459,300.49999999999955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723
8574168456,EURUSD,-44.64,0.7975000000000001,0.7975000000000001,0,0,50.07532475,0.0007199999999998319,0.0009000000000001229,1.2500000000004625,44.63999999998958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,True,0.7071067811865476,0.7071067811865476,-0.9510565162951536,0.30901699437494723
8574168473,EURJPY,-28.69,0.7975000000000001,0.7975000000000001,0,0,20.215733250000003,0.11199999999999477,0.13599999999999568,1.2142857142857324,44.79999999999791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,True,0.7071067811865476,0.7071067811865476,-0.9510565162951536,0.30901699437494723
8574199765,BTCUSD,6.15,0.7975000000000001,0.7975000000000001,1,1,3.1047497833333333,880.0330000000104,420.3799999999901,0.47768663220582086,264.0099000000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723
8574200440,BTCUSD,13.28,0.7975000000000001,0.7975000000000001,1,1,36.32084463333333,793.5470000000059,506.86599999999453,0.6387346937232334,238.06410000000176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723
8574620767,XAUUSD,10.5,0.7975000000000001,0.7975000000000001,1,1,9.0511797,29.950000000000728,36.06999999999971,1.2043405676126488,599.0000000000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,True,-0.7071067811865471,-0.7071067811865479,-0.9510565162951536,0.30901699437494723
8574634230,USDJPY,100.91,0.7975000000000001,0.7975000000000001,1,0,44.613943866666666,0.24199999999999022,0.1839999999999975,0.760330578512417,179.07999999999276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,True,-0.7071067811865471,-0.7071067811865479,-0.9510565162951536,0.30901699437494723
8574684752,XAGUSD,702.0,0.7975000000000001,0.7975000000000001,1,1,31.03003623333333,1.2590000000000003,2.016999999999996,1.6020651310563903,4532.4000000000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,True,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723
